revision	round	side	workload	batch_index	latency_ns
V1	1	1	full_redraw	88	1347150
V1	1	1	full_redraw	89	1366979
V1	1	1	full_redraw	90	1371162
V1	1	1	full_redraw	91	1375487
V1	1	1	full_redraw	92	1376087
V1	1	1	full_redraw	93	1373187
V1	1	1	full_redraw	94	1353662
V1	1	1	full_redraw	95	1365237
V1	1	1	full_redraw	96	1360500
V1	1	1	full_redraw	97	1356441
V1	1	1	full_redraw	98	1346933
V1	1	1	full_redraw	99	1344162
V1	1	1	full_redraw	100	1342404
V3	1	2	dense_colour	1	164133
V3	1	2	dense_colour	2	163883
V3	1	2	dense_colour	3	164825
V3	1	2	dense_colour	4	163883
V3	1	2	dense_colour	5	163812
V3	1	2	dense_colour	6	164145
V3	1	2	dense_colour	7	164116
V3	1	2	dense_colour	8	164216
V3	1	2	dense_colour	9	164295
V3	1	2	dense_colour	10	164020
V3	1	2	dense_colour	11	164141
V3	1	2	dense_colour	12	164033
V3	1	2	dense_colour	13	164025
V3	1	2	dense_colour	14	167454
V3	1	2	dense_colour	15	163662
V3	1	2	dense_colour	16	163608
V3	1	2	dense_colour	17	163645
V3	1	2	dense_colour	18	163550
V3	1	2	dense_colour	19	163662
V3	1	2	dense_colour	20	163700
V3	1	2	dense_colour	21	163441
V3	1	2	dense_colour	22	163579
V3	1	2	dense_colour	23	163362
V3	1	2	dense_colour	24	163341
V3	1	2	dense_colour	25	163370
V3	1	2	dense_colour	26	164791
V3	1	2	dense_colour	27	163308
V3	1	2	dense_colour	28	164125
V3	1	2	dense_colour	29	163779
V3	1	2	dense_colour	30	163545
V3	1	2	dense_colour	31	166520
V3	1	2	dense_colour	32	163562
V3	1	2	dense_colour	33	163458
V3	1	2	dense_colour	34	161354
V3	1	2	dense_colour	35	163416
V3	1	2	dense_colour	36	164483
V3	1	2	dense_colour	37	163450
V3	1	2	dense_colour	38	162804
V3	1	2	dense_colour	39	163575
V3	1	2	dense_colour	40	162945
V3	1	2	dense_colour	41	163858
V3	1	2	dense_colour	42	163008
V3	1	2	dense_colour	43	162416
V3	1	2	dense_colour	44	163291
V3	1	2	dense_colour	45	162562
V3	1	2	dense_colour	46	163737
V3	1	2	dense_colour	47	163254
V3	1	2	dense_colour	48	163337
V3	1	2	dense_colour	49	162704
V3	1	2	dense_colour	50	163691
V3	1	2	dense_colour	51	162983
V3	1	2	dense_colour	52	163104
V3	1	2	dense_colour	53	163375
V3	1	2	dense_colour	54	162862
V3	1	2	dense_colour	55	166745
V3	1	2	dense_colour	56	166987
V3	1	2	dense_colour	57	168495
V3	1	2	dense_colour	58	167083
V3	1	2	dense_colour	59	165208
V3	1	2	dense_colour	60	163575
V3	1	2	dense_colour	61	164000
V3	1	2	dense_colour	62	168170
V3	1	2	dense_colour	63	162995
V3	1	2	dense_colour	64	162770
V3	1	2	dense_colour	65	164975
V3	1	2	dense_colour	66	168120
V3	1	2	dense_colour	67	167791
V3	1	2	dense_colour	68	167845
V3	1	2	dense_colour	69	175187
V3	1	2	dense_colour	70	154170
V3	1	2	dense_colour	71	161095
V3	1	2	dense_colour	72	164991
V3	1	2	dense_colour	73	163737
V3	1	2	dense_colour	74	162291
V3	1	2	dense_colour	75	158533
V3	1	2	dense_colour	76	174987
V3	1	2	dense_colour	77	175820
V3	1	2	dense_colour	78	176566
V3	1	2	dense_colour	79	172570
V3	1	2	dense_colour	80	166879
V3	1	2	dense_colour	81	167000
V3	1	2	dense_colour	82	165741
V3	1	2	dense_colour	83	165304
V3	1	2	dense_colour	84	165254
